"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"ASSASSINS CREED",275,"Nov 13, 2007","['Ubisoft Montreal', 'Ubisoft Entertainment']","Assassin's Creed is a non-linear action-adventure video game, during which the player controls a 12th-century Levantine Assassin named Altaïr Ibn-La'Ahad during the Third Crusade, whose life is experienced through the Animus by his 21st century descendant, Desmond Miles.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Platform']",2.9,"15K","130","1.4K","574","930","465","/games/boxart/full_7562642AmericaFrontccc.jpg","X360","Action","Ubisoft","Ubisoft Montreal",8.2,5.55,3.28,0.07,1.64,0.56,"13-11-2007",""
"ASSASSINS CREED",275,"Nov 13, 2007","['Ubisoft Montreal', 'Ubisoft Entertainment']","Assassin's Creed is a non-linear action-adventure video game, during which the player controls a 12th-century Levantine Assassin named Altaïr Ibn-La'Ahad during the Third Crusade, whose life is experienced through the Animus by his 21st century descendant, Desmond Miles.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Platform']",2.9,"15K","130","1.4K","574","930","465","/games/boxart/full_2363378AmericaFrontccc.jpg","PS3","Action","Ubisoft","Ubisoft Montreal",8.2,4.83,1.91,0.09,2.01,0.82,"13-11-2007",""
"ASSASSINS CREED BLOODLINES",2834,"Nov 17, 2009","['Griptonite Games', 'Ubisoft Entertainment']","Assassin’s Creed: Bloodlines on PSP is the first Assassin’s Creed game on the PSP system. It follows the story of Altair right after the events of Assassin’s Creed as Altair tracks down the last Templars who fled the Holy Land and retreated to the Island of Cyprus.","['PlayStation Portable']","['Adventure']",2.4,"1K","5","166","84","110","34","/games/boxart/full_2923134AmericaFrontccc.jpg","PSP","Action","Ubisoft","Griptonite Studio",6.3,1.26,0.43,0.05,0.5,0.28,"17-11-2009",""
"ASSASSINS CREED BROTHERHOOD",381,"Nov 16, 2010","['Ubisoft Montreal', 'Ubisoft Entertainment']","Live and breathe as Ezio, a legendary Master Assassin, in his enduring struggle against the powerful Templar Order. He must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy.
Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood who will rally to his side. Only by working together can the Assassins defeat their mortal enemies.
And for the first time, introducing a never-before-seen multiplayer layer that allows you to choose from a wide range of unique characters, each with their own signature weapons and assassination techniques, and match your skills against other players from around the world.
It’s time to join the Brotherhood.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Puzzle']",3.7,"13K","74","1.3K","471","980","355","/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg","X360","Action","Ubisoft","Ubisoft Montreal",9.1,3.53,2.87,0.03,0.39,0.25,"16-11-2010",""
"ASSASSINS CREED BROTHERHOOD",381,"Nov 16, 2010","['Ubisoft Montreal', 'Ubisoft Entertainment']","Live and breathe as Ezio, a legendary Master Assassin, in his enduring struggle against the powerful Templar Order. He must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy.
Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood who will rally to his side. Only by working together can the Assassins defeat their mortal enemies.
And for the first time, introducing a never-before-seen multiplayer layer that allows you to choose from a wide range of unique characters, each with their own signature weapons and assassination techniques, and match your skills against other players from around the world.
It’s time to join the Brotherhood.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Puzzle']",3.7,"13K","74","1.3K","471","980","355","/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg","PS3","Action","Ubisoft","Ubisoft Montreal",9.1,2.85,1.87,0.11,0.57,0.3,"16-11-2010",""
"ASSASSINS CREED II",172,"Nov 17, 2009","['Ubisoft Montreal', 'Ubisoft Entertainment']","Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.
Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.","['Windows PC', 'Mac', 'Xbox 360', 'iOS', 'PlayStation 3']","['Adventure', 'Platform']",3.8,"18K","158","1.8K","608","1.5K","613","/games/boxart/full_8353337AmericaFrontccc.jpg","X360","Action","Ubisoft","Ubisoft Montreal",9.1,5.3,3.14,0.08,1.55,0.52,"17-11-2009",""
"ASSASSINS CREED II",172,"Nov 17, 2009","['Ubisoft Montreal', 'Ubisoft Entertainment']","Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.
Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.","['Windows PC', 'Mac', 'Xbox 360', 'iOS', 'PlayStation 3']","['Adventure', 'Platform']",3.8,"18K","158","1.8K","608","1.5K","613","/games/boxart/full_5252150AmericaFrontccc.jpg","PS3","Action","Ubisoft","Ubisoft Montreal",9,5.57,2.54,0.21,1.95,0.86,"17-11-2009","03-01-2018"
"ASSASSINS CREED II",4071,"Nov 15, 2016","['Virtuos']","A remaster of Assassin's Creed II included with Assassin's Creed: The Ezio Collection.
All the single-player add-on content (The Battle of Forlì, Bonfire of the Vanities) is included and multiplayer is removed.","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Platform']",4,"506","8","53","7","39","17","/games/boxart/full_8353337AmericaFrontccc.jpg","X360","Action","Ubisoft","Ubisoft Montreal",9.1,5.3,3.14,0.08,1.55,0.52,"17-11-2009",""
"ASSASSINS CREED II",4071,"Nov 15, 2016","['Virtuos']","A remaster of Assassin's Creed II included with Assassin's Creed: The Ezio Collection.
All the single-player add-on content (The Battle of Forlì, Bonfire of the Vanities) is included and multiplayer is removed.","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Platform']",4,"506","8","53","7","39","17","/games/boxart/full_5252150AmericaFrontccc.jpg","PS3","Action","Ubisoft","Ubisoft Montreal",9,5.57,2.54,0.21,1.95,0.86,"17-11-2009","03-01-2018"
"ASSASSINS CREED III",388,"Oct 30, 2012","['Ubisoft Entertainment', 'Ubisoft Montreal']","The American Colonies, 1775. A brave young warrior fights to save his homeland. But what begins as a struggle over territory turns into an extraordinary journey that will transform him into a Master Assassin—and will forever change the destiny of a nation.
You are Connor, warrior son of a Native American mother and British father. As the colonies draw closer to revolution, you will dedicate your life to the freedom of your clan –becoming the spark that ignites the revolution into full blaze. Your crusade will take you through blood-soaked battlefields to crowded city streets, to perilous wilderness and beyond. You will not only witness history—you will make it.
Welcome to an entirely new chapter in the Assassin’s Creed saga.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Strategy']",3,"13K","86","1.4K","463","820","368","/games/boxart/full_7776699AmericaFrontccc.jpeg","PS3","Action-Adventure","Ubisoft","Ubisoft Montreal",8.8,6.5,2.65,0.16,2.61,1.08,"30-10-2012","12-04-2018"
"ASSASSINS CREED IV BLACK FLAG",225,"Oct 29, 2013","['Ubisoft Montreal', 'Ubisoft Entertainment']","Assassin’s Creed IV Black Flag begins in 1715, when pirates established a lawless republic in the Caribbean and ruled the land and seas. These outlaws paralyzed navies, halted international trade, and plundered vast fortunes. They threatened the power structures that ruled Europe, inspired the imaginations of millions, and left a legacy that still endures.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One', 'Nintendo Switch', 'Google Stadia']","['Adventure', 'Platform']",3.7,"15K","242","2.6K","820","1.3K","607","/games/boxart/full_4303408AmericaFrontccc.jpg","PS4","Action-Adventure","Ubisoft","Ubisoft Montreal",8.3,3.19,1.07,0.06,1.55,0.51,"15-11-2013","14-03-2018"
"ASSASSINS CREED IV BLACK FLAG",225,"Oct 29, 2013","['Ubisoft Montreal', 'Ubisoft Entertainment']","Assassin’s Creed IV Black Flag begins in 1715, when pirates established a lawless republic in the Caribbean and ruled the land and seas. These outlaws paralyzed navies, halted international trade, and plundered vast fortunes. They threatened the power structures that ruled Europe, inspired the imaginations of millions, and left a legacy that still endures.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One', 'Nintendo Switch', 'Google Stadia']","['Adventure', 'Platform']",3.7,"15K","242","2.6K","820","1.3K","607","/games/boxart/full_4496262AmericaFrontccc.jpg","X360","Action-Adventure","Ubisoft","Ubisoft Montreal",8.5,3.34,1.9,0.01,1.14,0.3,"29-10-2013","22-03-2018"
"ASSASSINS CREED IV BLACK FLAG",225,"Oct 29, 2013","['Ubisoft Montreal', 'Ubisoft Entertainment']","Assassin’s Creed IV Black Flag begins in 1715, when pirates established a lawless republic in the Caribbean and ruled the land and seas. These outlaws paralyzed navies, halted international trade, and plundered vast fortunes. They threatened the power structures that ruled Europe, inspired the imaginations of millions, and left a legacy that still endures.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One', 'Nintendo Switch', 'Google Stadia']","['Adventure', 'Platform']",3.7,"15K","242","2.6K","820","1.3K","607","/games/boxart/full_270231AmericaFrontccc.jpg","PS3","Action-Adventure","Ubisoft","Ubisoft Montreal",8.7,3.94,1.34,0.13,1.86,0.62,"29-10-2013","14-03-2018"
"ASSASSINS CREED ODYSSEY",439,"Oct 05, 2018","['Ubisoft Entertainment', 'Ubisoft Québec']","Write your own epic odyssey and become a legendary Spartan hero in Assassin's Creed Odyssey, an inspiring adventure where you must forge your destiny and define your own path in a world on the brink of tearing itself apart. Influence how history unfolds as you experience a rich and ever-changing world shaped by your decisions.","['Windows PC', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Google Stadia', 'Xbox Series']","['Adventure', 'RPG']",3.4,"8.1K","491","2.4K","837","905","380","/games/boxart/full_1336415AmericaFrontccc.jpg","PS4","Action-Adventure","Ubisoft","Ubisoft Quebec",9.5,3.18,1.18,0.09,1.4,0.51,"05-10-2018","17-11-2018"
"ASSASSINS CREED REVELATIONS",5336,"Nov 15, 2016","['Virtuos', 'Ubisoft Entertainment']","A remaster of Assassin's Creed Revelations included with Assassin's Creed: The Ezio Collection.
All the single-player add-on content (The Lost Archive) is included and multiplayer is removed.","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure']",3.5,"285","4","67","12","32","7","/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg","X360","Action","Ubisoft","Ubisoft Montreal",7.9,4.22,2.28,0.04,1.47,0.44,"15-11-2011",""
"ASSASSINS CREED REVELATIONS",5336,"Nov 15, 2016","['Virtuos', 'Ubisoft Entertainment']","A remaster of Assassin's Creed Revelations included with Assassin's Creed: The Ezio Collection.
All the single-player add-on content (The Lost Archive) is included and multiplayer is removed.","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure']",3.5,"285","4","67","12","32","7","/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg","PS3","Action","Ubisoft","Ubisoft Montreal",8.8,4.23,1.41,0.1,2.03,0.69,"15-11-2011",""
